date,evenement,startDate,endDate
4 septembre 1444,Début d'une nouvelle grève de l'Université contre les impôts qu'on lui demande.,1444.0,1444.0
14 mars 1445,L'Université met fin à la grève.,1445.0,1445.0
Mi-mai 1445,La chasse de saint Quentin est exposée pour récolter des fonds de reconstruction.,1445.0,1445.0
2-3 août 1445,Procession générale et messe solennelle pour le retour des reliques à Saint-Denis.,1445.0,1445.0
Automne 1445,Taille importante pour le paiement de l'armée.,1445.0,1445.0
Automne 1445,Une épidémie de petite vérole cause de nombreux morts.,1445.0,1445.0
15 octobre 1445,Réouverture de la porte de Montmartre.,1445.0,1445.0
Fin novembre 1445,"Fernand de Cordoue, jeune clerc espagnol surdoué, vient prêcher à Paris.",1445.0,1445.0
14 décembre 1445,"Fernand de Cordoue, très mal accueilli par l'Université, quitte Paris.",1445.0,1445.0
Février 1446,Le maître Jean Pain-et-Chair porte plainte contre le prévôt qui a incarcéré 9 écoliers.,1446.0,1446.0
24 février 1446,Dédicace de l'église des Innocents par l'évêque de Paris.,1446.0,1446.0
Début mars 1446,On annonce que la trêve avec l'Angleterre est prolongée jusqu'au 1er avril 1447.,1446.0,1446.0
26 mars 1446,Charles VII soumet l'Université à la juridiction du Parlement de Paris.,1446.0,1446.0
12 avril 1446,Une gelée désastreuse touche toutes les vignes de la région parisienne.,1446.0,1446.0
Mai 1446,Froidure exceptionnelle.,1446.0,1446.0
24 mai 1446,Charles VII donne l'hôtel de Nesle au duc de Bourgogne.,1446.0,1446.0
27 mai 1446,Interdiction aux prostituées d'exercer en dehors des rues autorisées.,1446.0,1446.0
29 mai 1446,Jean d'Estouteville est nommé prévôt de Paris.,1446.0,1446.0
28 mars 1447,Robert d'Estouteville est nommé prévôt de Paris.,1447.0,1447.0
15 mai 1447,"Procession de l'Université pour feu le pape Eugène IV, mort le 23 février.",1447.0,1447.0
15 septembre 1447,"Mort de Denis Du Moulin, évêque de Paris.",1447.0,1447.0
4 décembre 1447,Guillaume Chartrier devient évêque de Paris.,1447.0,1447.0
14 mars 1448,Réunion aux Mathurins pour traiter des réformes nécessaires à l'Université.,1448.0,1448.0
12 avril 1448,"Jean Hamelin, évêque de Meaux, devient abbé de Saint-Magloire.",1448.0,1448.0
Fin avril 1448,"Agnès Sorel, favorite du roi, séjourne à Paris : les Parisiens ne se soucient pas d'elle.",1448.0,1448.0
28 juillet 1448,Procession parisienne vers Saint-Germain-l'Auxerrois,1448.0,1448.0
30 juillet 1448,Des frères de Saint-Mathurin partent voir le sultan turc pour racheter des prisonniers.,1448.0,1448.0
4 août 1448,"Procession de Saint-Victor à Notre-Dame, pour le nouvel évêque Guillaume Chartier.",1448.0,1448.0
1er novembre 1448,La Seine est si basse que l'on passe à gué le petit bras devant Notre-Dame.,1448.0,1448.0
14 avril 1449,On apprend que le pape Nicolas reste seul pape après le retrait de Félix V.,1449.0,1449.0
15-16 avril 1449,Processions et grands feux de joie pour fêter la fin du Grand Schisme.,1449.0,1449.0
23 avril 1449,Pendaison de plusieurs voleurs d'enfants.,1449.0,1449.0
27 mai 1449,Procession des reliques devant la Sainte-Chapelle pour la prise de Pont-de-l'Arche.,1449.0,1449.0
30 mai 1449,Le foudre s'abat sur l'église des Augustins.,1449.0,1449.0
16 septembre 1449,Les maîtres de l'Université prêchent pour la reconstruction de Saint-Victor en ruines.,1449.0,1449.0
13 octobre 1449,"Procession et messe aux Innocents, avec la présence de plus de 10 000 enfants.",1449.0,1449.0
28 octobre 1449,Plus de 50 000 personnes participent à la procession à Saint-Martin-des-Champs.,1449.0,1449.0
30 octobre 1449,On apprend la capitulation des Anglais à Rouen.,1449.0,1449.0
Début avril 1450,"Sur le parvis de Notre-Dame, on donne le Mystère de la Passion d'Arnoul Gréban.",1450.0,1450.0
Début juillet 1450,"Aux Mathurins, désignation des ambassadeurs qui iront voir le roi à Tours.",1450.0,1450.0
17 août 1450,Jean Bureau est élu prévôt des marchands.,1450.0,1450.0
1er juin 1451,Procession générale pour fêter la prise de Blaye en Bordelais.,1451.0,1451.0
6 juillet 1451,Procession  pour la réduction  du duché de Guyenne.,1451.0,1451.0
15 novembre 1451,"Le Châtelet va enquêter sur le ""vol"" de la borne du Pet au Diable par des écoliers.",1451.0,1451.0
15 décembre 1451,"A Saint-Julien-le-Pauvre, délibération sur les propositions de réforme de l'Université.",1451.0,1451.0
5 janvier 1452,Certains exigent que les épreuves du baccalauréat soient passées devant des notables.,1452.0,1452.0
1er juin 1452,Le cardinal Guillaume d'Estouteville promulgue les réformes de l'Université.,1452.0,1452.0
19 août 1452,Dreux Budé est élu prévôt des marchands.,1452.0,1452.0
2 janvier 1453,"Le théologien Robert Ciboule, achève un traité pour la révision du procès de Jeanne.",1453.0,1453.0
9 mai 1453,Violente rixe entre étudiants et forces de l'ordre sur la Montagne Sainte-Geneviève.,1453.0,1453.0
10 mai 1453,L'Université délibère au sujet des abus commis par le lieutenant du Châtelet la veille.,1453.0,1453.0
12 mai 1453,L'Université vient demander au Parlement réparation pour un écolier mort le 9 mai..,1453.0,1453.0
16 avril 1455,Création d'une deuxième Chambre des enquêtes au Parlement.,1455.0,1455.0
5 juin 1455,"Après l'assassinat de Philippe Sermoise, François Villon fuit Paris.",1455.0,1455.0
7 novembre 1455,"A Notre-Dame, la famille de Jeanne d'Arc réclame justice au haut clergé.",1455.0,1455.0
17 novembre 1455,Réouverture à Notre-Dame du procès de Jeanne d'Arc.,1455.0,1455.0
12 décembre 1455,Le procès en révision de Jeanne d'Arc se déplace de Paris à Rouen.,1455.0,1455.0
Janvier 1456,"François Villon, amnistié par le roi, revient à Paris.",1456.0,1456.0
16 août 1456,Mathieu de Nanterre est élu prévôt des marchands.,1456.0,1456.0
25 décembre 1456,François Villon participe à un vol au collège de Navarre. Il quitte à nouveau Paris.,1456.0,1456.0
30 janvier 1457,Le cardinal Alain de Coëtivy précise les termes de la réforme de l'Université.,1457.0,1457.0
6-10 janvier 1458,Festivités pour l'entrée des ambassadeurs du roi de Hongrie.,1458.0,1458.0
7 juillet 1458,"Tabarie, le compère de Villon, est soumis à la question au Châtelet.",1458.0,1458.0
30 août 1458,Des marchands de Burgos débarquent au port de Grève 2 600 balles de laine castillane,1458.0,1458.0
1er mars 1460,Quatre muids de vin trafiqué sont défoncés en place de Grève par le prévôt.,1460.0,1460.0
13 mai 1460,Le Parlement condamne Jean V d'Armagnac pour rébellion.,1460.0,1460.0
16 août 1460,"Henri de Livres devient prévôt des marchands, imposé par le roi.",1460.0,1460.0
28 avril 1461,Jean Raulin réforme les études de théologie au collège de Navarre.,1461.0,1461.0
23 juillet 1461,"En ce jour de Fête-Dieu, les prières publiques sont dites pour l'âme du roi mort hier.",1461.0,1461.0
4-5 août 1461,Préparatifs des funérailles du roi Charles VII.,1461.0,1461.0
6 août 1461,La Cour accompagne le corps du roi de Notre-Dame-des-Champs à Notre-Dame.,1461.0,1461.0
30 août 1461,Entrée solennelle du roi Louis XI dans la capitale.,1461.0,1461.0
31 août 1461,Jacques de Villiers de l'Isle-Adam remplace Robert d'Estouteville révoqué.,1461.0,1461.0
18 septembre 1461,Charles le Téméraire reçoit du roi l'hôtel de Nesle.,1461.0,1461.0
24 septembre 1461,"Le roi Louis XI, peu apprécié des Parisiens, quitte Paris.",1461.0,1461.0
Novembre 1461,François Villon revient à Paris.,1461.0,1461.0
27 novembre 1461,Louis XI abolit la Pragmatique Sanction de Bourges et critique l'Université.,1461.0,1461.0
2 novembre 1462,"François Villon, arrêté pour vol, doit payer 120 livres pour ses divers larcins",1462.0,1462.0
Décembre 1462,"François Villon, incarcéré au Châtelet, est condamné à être pendu.",1462.0,1462.0
5 janvier 1463,Le Parlement commue la peine de mort de Villon en bannissement pour 10 ans.,1463.0,1463.0
17 août 1463,"Louis XI donne à Charles de Melun l'hôtel de la Pissote, rue Saint-Antoine.",1463.0,1463.0
22 octobre 1463,Le baccalauréat et la licence ne seront plus accordés aux étudiants non résidants.,1463.0,1463.0
8 mars 1464,Louis XI établit Charles de Melun lieutenant général de Paris.,1464.0,1464.0
Printemps 1465,Les Parisiens ont connaissance de la formation d'une ligue des princes contre le roi.,1465.0,1465.0
6 juin 1465,Un bourgeois nommé Jean Marceau est pendu au gibet pour s'être suicidé.,1465.0,1465.0
Fin juin 1465,Les habitants ferment les portes de la capitale et tirent des chaînes en travers des rues.,1465.0,1465.0
5 juillet 1465,Le comte de Charolais est à Saint-Denis avec 25 000 hommes.,1465.0,1465.0
7 juillet 1465,L'artillerie du comte de Charolais s'en prend aux murailles de Paris.,1465.0,1465.0
8 juillet 1465,Charolais livre un assaut contre Paris qui résiste et tient.,1465.0,1465.0
10 juillet 1465,Les coalisés tiennent de nombreuses places autour de Paris.,1465.0,1465.0
16 juillet 1465,L'armée du roi Louis XI fonce vers Paris et attaque les Bourguignons à Montlhéry.,1465.0,1465.0
18 juillet 1465,Le roi se retranche dans la capitale.,1465.0,1465.0
20 juillet 1465,Six bourgeois siégeront dorénavant au Conseil royal.,1465.0,1465.0
6 août 1465,Les princes ligueurs sont aux portes de la capitale.,1465.0,1465.0
10 août 1465,Le roi quitte Paris pour aller chercher des renforts en Normandie.,1465.0,1465.0
14 août 1465,Jean Mignon et 200 cavaliers arrivent en renfort à Paris.,1465.0,1465.0
19 août 1465,Paris est totalement encerclé par les ligueurs.,1465.0,1465.0
22 août 1465,Les princes demandent aux Parisiens d'ouvrir les portes. Ces derniers ne cèdent pas.,1465.0,1465.0
23 août 1465,"Lors d'une rencontre à Beauté, les bourgeois se voient menacés de représailles.",1465.0,1465.0
24 août 1465,"A l'Hôtel de ville, on décide de ne rien entreprendre jusqu'au retour du roi.",1465.0,1465.0
28 août 1465,Louis XI rentre avec 12 000 hommes et du ravitaillement. Il est acclamé.,1465.0,1465.0
31 août 1465,Le roi expulse plusieurs notables parisiens trop favorables au duc de Berry.,1465.0,1465.0
3 septembre 1465,"Après quelques combats, les assiégeants proposent une trêve de deux jours.",1465.0,1465.0
9 septembre 1465,Rencontre entre le roi et le comte de Saint-Pol à la porte Saint-Antoine.,1465.0,1465.0
21 septembre 1465,La nouvelle de la prise de Pontoise par les ligueurs inquiète énormément les Parisiens.,1465.0,1465.0
29 septembre 1465,On apprend que Rouen s'est soumis aux ligueurs.,1465.0,1465.0
1er octobre 1465,"Une trêve ""perpétuelle"" est conclue.",1465.0,1465.0
Mi-octobre 1465,"Jean Fouchart, vicaire de Saint-Merry, frappe un prêtre avec un couteau.",1465.0,1465.0
30 octobre 1465,Robert d'Estouteville retrouve sa fonction de prévôt de Paris.,1465.0,1465.0
1466,Nouvelle épidémie de peste ; le roi se réfugie à Orléans.,1466.0,1466.0
16 août 1466,Michel de la Grange est élu prévôt des marchands.,1466.0,1466.0
14 septembre 1467,"Revue des 61 bannières de métiers, récemment créés par Louis XI.",1467.0,1467.0
16 août 1468,Nicolas de Louviers est élu prévôt des marchands.,1468.0,1468.0
19 novembre 1468,Le prévôt fait interdire toutes critiques envers le roi et ses récentes défaites.,1468.0,1468.0
Printemps 1470,Le premier livre imprimé en France sort des presses de la Sorbonne.,1470.0,1470.0
29 juin 1470,"Mort d'Alix La Bourgotte, recluse aux Innocents depuis 46 ans.",1470.0,1470.0
16 août 1470,Denis Hesselin est élu prévôt des marchands.,1470.0,1470.0
1471,Le roi affranchit les habitants du faubourg Saint-Antoine des contraintes corporatives.,1471.0,1471.0
1er mai 1472,"Mort de Guillaume Chartrier, évêque de Paris.",1472.0,1472.0
Juillet 1472,Le prévôt des marchands fait équiper 3 000 hommes pour aider Beauvais assiégé.,1472.0,1472.0
Octobre 1472,Louis XI rétablit la foire Saint-Denis.,1472.0,1472.0
3 février 1473,Louis de Beaumont devient évêque malgré l'opposition des chanoines de Notre-Dame.,1473.0,1473.0
23 septembre 1473,Le Parlement ordonne de faire nettoyer la rue de Bièvre et le cours de la rivière Bièvre,1473.0,1473.0
20 janvier 1474,"Arrivée à Paris du prisonnier Jean Hardi, accusé d'avoir voulu empoisonner le roi.",1474.0,1474.0
1er mars 1474,L'enseignement du nominalisme de Guillaume d'Ockham est proscrit de l'Université.,1474.0,1474.0
30 mars 1474,Jean Hardi est écartelé en place de Grève.,1474.0,1474.0
16 août 1474,Guillaume Le Comte est élu prévôt des marchands.,1474.0,1474.0
19 décembre 1474,"Louis de Luxembourg, comte de Saint-Pol, est exécuté place de Grève pour trahison.",1474.0,1474.0
28 janvier 1475,Le roi Louis XI ordonne que l'on célèbre la Saint-Charlemagne chaque année ce jour.,1475.0,1475.0
15 mai 1476,Les représentations théâtrales [des clercs] de la Bazoche sont désormais interdites.,1476.0,1476.0
16 août 1476,Henri de Livres reprend sa fonction de prévôt des marchands.,1476.0,1476.0
23 août 1476,La cour du Parlement ordonne que les rues de Paris soient nettoyées.,1476.0,1476.0
Décembre 1476,"Alphonse V, roi du Portugal, séjourne à Paris pour solliciter l'aide de Louis XI.",1476.0,1476.0
19 juillet 1477,"Le Parlement défend au roi de la Bazoche et à tous ses membres, toute représentation.",1477.0,1477.0
28 janvier 1478,Les maîtres de l'Université refusent de condamner l'Apologie de Pic de la Mirandole.,1478.0,1478.0
3 juin 1479,"Mort du chevalier Robert d'Estouteville, prévôt de Paris.",1479.0,1479.0
10 juin 1479,Jacques d'Estouteville est nommé prévôt de Paris.,1479.0,1479.0
1er mars 1480,Les religieuses cordelières occupent le couvent des Béguines.,1480.0,1480.0
24 juin 1480,Une ordonnance du roi Louis XI réglemente la confection des balles de paume.,1480.0,1480.0
Janvier 1481,Crue de la Seine.,1481.0,1481.0
Printemps 1481,"Grand froid : la Seine, les arbres et la vigne gèlent.",1481.0,1481.0
22 septembre 1481,"Le typographe Jean Duprés publie un missel, le premier livre illustré de gravures.",1481.0,1481.0
8 février 1482,Les religieuses de l'ordre de sainte Claire revendiquent l'ancien couvent des Béguines.,1482.0,1482.0
2 septembre 1482,Installation définitive des cordelières dans l'hôtel de l'Ave Maria [anct. des Béguines].,1482.0,1482.0
4 janvier 1483,Les ambassadeurs de Flandre arrivent à Paris. Messe pour la paix à Notre-Dame.,1483.0,1483.0
8 février 1483,Procession générale de Paris à Saint-Denis pour la guérison du roi.,1483.0,1483.0
Mars 1483,Établissement de la foire Saint-Germain par le roi Louis XI.,1483.0,1483.0
12 mai 1483,Jean Standonck prend la direction du collège de Montaigu.,1483.0,1483.0
2 juin 1483,Les parlementaires accompagnent la dauphine de la porte Saint-Denis aux Tournelles.,1483.0,1483.0
27-29 juin 1483,Procession des Saintes Reliques jusqu'à l'abbaye Saint-Denis.,1483.0,1483.0
Juillet 1483,La peste sévit à nouveau à Paris.,1483.0,1483.0
31 juillet 1483,Arrivée de la Sainte Ampoule à Saint-Antoine-des-Champs puis à Paris.,1483.0,1483.0
30 août 1483,"Le bruit court de la mort du roi Louis XI, démenti puis confirmé.",1483.0,1483.0
31 août 1483,"Anne de Beaujeu, sour du dauphin qui n'a que 13 ans, devient régente du royaume.",1483.0,1483.0
Septembre 1483,Anne et Pierre de Beaujeu confirment ou nomment les parlementaires de leur choix.,1483.0,1483.0
15 septembre 1483,Procession pour le retour de Tours de la Sainte Ampoule et d'autres reliques.,1483.0,1483.0
9 octobre 1483,Le duc d'Orléans est établi gouverneur de Paris.,1483.0,1483.0
27 décembre 1483,Les religieuses réformées de Fontevraud s'installent au monastère des Filles-Dieu.,1483.0,1483.0
21 mai 1484,"Olivier le Daim, confident du roi Louis XI, est pendu à Montfaucon.",1484.0,1484.0
5 juillet 1484,"Entrée solennelle du nouveau roi, Charles VIII, à Paris.",1484.0,1484.0
8 juillet 1484,Le roi assiste à un Te Deum à Notre-Dame.,1484.0,1484.0
30 juillet 1484,"A l'Université, les thèses de Jean Lailler font scandale.",1484.0,1484.0
16 août1484,Guillaume de la Haye est élu prévôt des marchands.,,
Septembre 1484,L'entourage du jeune Charles VIII le pousse à quitter Paris.,1484.0,1484.0
17 janvier 1485,"Contre Anne de Beaujeu, Louis d'Orléans exige que le jeune roi revienne à Paris.",1485.0,1485.0
Février 1485,Anne de Beaujeu rentre à Paris avec le roi.,1485.0,1485.0
9 mai 1485,Charles VIII finance par un don la reconstruction du grand Châtelet qui menace ruine.,1485.0,1485.0
Été 1485,Pic de la Mirandole est au centre d'intenses confrontations intellectuelles.,1485.0,1485.0
16 décembre 1485,Élection houleuse de Jean Standonck comme recteur de l'Université.,1485.0,1485.0
5 juin 1486,La faculté de théologie condamne les thèses de Jean Lailler.,1486.0,1486.0
