evenement,startyear,endyear,commentaire
Hugues Le Coq est élu prévôt des marchands.,1434.00,1434.00,
Retour du régent avec sa [nouvelle] femme. L'enthousiasme des Parisiens est factice.,1434.00,1434.00,
Neige et froid pendant trois mois ; on entasse la neige place de Grève.,1435.00,1435.00,
Départ du régent et de sa femme.,1435.00,1435.00,
"Arrivée de Philippe le Bon, de sa femme et de ses enfants, et d'un grand convoi.",1435.00,1435.00,
Philippe le Bon tient une cour plénière et reçoit l'Université.,1435.00,1435.00,
"Aux Célestins, Philippe assiste à la messe de Requiem pour la duchesse de Bedford.",1435.00,1435.00,
Le duc de Bourgogne et sa femme quittent Paris.,1435.00,1435.00,
Les Armagnacs prennent Saint-Denis et coupent le ravitaillement de Paris.,1435.00,1435.00,
Échec des Anglais pour reprendre Saint-Denis.,1435.00,1435.00,
On apprend la mort de Bedford.,1435.00,1435.00,
Paris apprend que la paix a été signée à Arras entre le roi et Philippe le Bon [le 21].,1435.00,1435.00,
Mort d'Isabeau de Bavière en l'hôtel Saint-Pol.,1435.00,1435.00,
Les Anglais prennent Saint-Denis et pillent la ville.,1435.00,1435.00,
Funérailles de la reine à Notre-Dame en présence du chancelier Louis de Luxembourg,1435.00,1435.00,
Sa dépouille est transportée par bateau du port Saint-Landry à Saint-Denis.,1435.00,1435.00,
L'étau se resserre autour de Paris ; les Parisiens redoutent un siège.,1436.00,1436.00,
Des séditieux veulent libérer Jean de la Haie qui est prisonnier à la Conciergerie.,1436.00,1436.00,
Les troupes de Charles VII se rapprochent de Paris.,1436.00,1436.00,
"Gens du Parlement, abbés et notables prêtent serment de fidélité au roi Henry.",1436.00,1436.00,
Une ordonnance impose à tous les gens d'armes le port de la croix rouge anglaise.,1436.00,1436.00,
"Richemont, lieutenant général de Charles VII, installe ses troupes à Saint-Denis.",1436.00,1436.00,
Des Parisiens ouvrent la porte Saint-Jacques à l'armée de Richemont.,1436.00,1436.00,
Anglais et Parisiens pro-Anglais fuient ou se réfugient à la Bastille.,1436.00,1436.00,
Philippe de Ternand succède au prévôt de Paris Simon Morhier.,1436.00,1436.00,
Michel de Laillier est élu prévôt des marchands.,1436.00,1436.00,
"Amnistie annoncée à Notre-Dame, des gens d'Église, bourgeois et habitants de Paris.",1436.00,1436.00,
Pro-Anglais et pro-Bourguignons peuvent quitter la Bastille contre de fortes rançons.,1436.00,1436.00,
"Les présidents du Parlement vont saluer Richemont, nouveau connétable de France.",1436.00,1436.00,
Les facultés désignent les ambassadeurs qui iront à Bourges saluer Charles VII.,1436.00,1436.00,
Grande procession des gens de l'Université à Sainte-Catherine-du-Val-des-Écoliers.,1436.00,1436.00,
Procession de la chasse de sainte Geneviève organisée par le chapitre de Notre-Dame.,1436.00,1436.00,
Les Chambres du Parlement seront fermées et les clefs gardées par 3 conseillers.,1436.00,1436.00,
Douze parlementaires de Paris et de Poitiers traiteront les affaires de justice urgentes.,1436.00,1436.00,
Mise en place d'un emprunt forcé demandé au clergé et aux habitants de Paris.,1436.00,1436.00,
"Bernard d'Armagnac, H. de Marle et son fils sont exhumés puis enterrés décemment.",1436.00,1436.00,
Les généraux maîtres des monnaies préparent le retrait des monnaies franco-anglaises,1436.00,1436.00,
"uite à une querelle de mendiants, l'évêque fait fermer les Innocents pendant 22 jours.",1436.00,1436.00,
Les Anglais pillent encore les alentours de Paris.,1436.00,1436.00,
Les bouchers de Saint-Germain-des-Prés s'installent au bout du pont Saint-Michel.,1436.00,1436.00,
Le connétable Arthur de Richemont rentre à Paris avec les parlementaires du roi.,1436.00,1436.00,
Annonce officielle du rétablissement du Parlement et des autres cours à Paris.,1436.00,1436.00,
Séance d'ouverture du Parlement réorganisé et officiellement réinstallé à Paris.,1436.00,1436.00,
Des mesures sont prises par le prévôt pour le retour et l'accueil des Parisiens expulsés.,1436.00,1436.00,
De nombreux bourgeois pro-Bourguignons font serment d'être loyaux envers le roi.,1436.00,1436.00,
"Grand froid sur la région : les cultures gèlent, les prix montent.",1436.00,1437.00,
Il est interdit de commercer avec les Anglais.,1437.00,1437.00,
Ambroise de Loré est nommé prévôt de Paris.,1437.00,1437.00,
"Après avoir repris Pontoise, les Anglais tentent sans succès un assaut contre Paris.",1437.00,1437.00,
Trois notables pro-Anglais sont décapités.,1437.00,1437.00,
"La boucherie de Saint-Germain, au bout du pont Saint-Michel, doit fermer.",1437.00,1437.00,
Taille de 36 000 livres t. imposée aux Parisiens pour financer le siège de Montereau.,1437.00,1437.00,
La Chambre des monnaies est ramenée de Bourges à Paris.,1437.00,1437.00,
Charles VII et le dauphin arrivent par la porte Saint-Denis et se rendent à Notre-Dame,1437.00,1437.00,
Les institutions parisiennes vont à l'Hôtel Neuf exposer leurs requêtes au roi.,1437.00,1437.00,
Cérémonie solennelle à St-Martin-des-Champs à la mémoire de Bernard d'Armagnac.,1437.00,1437.00,
Comparution au Parlement des anciens partisans bourguignons.,1437.00,1437.00,
Charles VII quitte Paris.,1437.00,1437.00,
Le brigandage permanent provoque hausse des prix et disette à Paris.,1438.00,1438.00,
Une tempête provoque de nombreux dégâts.,1438.00,1438.00,
Les effigies de trois chevaliers anglais sont pendues aux portes de Paris.,1438.00,1438.00,
Grand froid ; la Seine est en crue.,1438.00,1438.00,
Pierre Des Landes est élu prévôt des marchands.,1438.00,1438.00,
"Au Palais, Marie, fille de Charles VII, meurt de la peste.",1438.00,1438.00,
L'épidémie et la disette font mourir des milliers de Parisiens.,1438.00,1438.00,
"Jacques du Châtelier, évêque de Paris, meurt de la peste.",1438.00,1438.00,
Le traître ayant livré Saint-Germain-en-Laye aux Anglais est mis en prison.,1439.00,1439.00,
Denis du Moulin est évêque de Paris.,1439.00,1439.00,
"L'archevêque de Toulouse remplace l'évêque de Paris, mort le 2 novembre dernier.",1439.00,1439.00,
"La région parisienne est abandonnée aux ""Écorcheurs"" qui pillent le pays.",1439.00,1439.00,
Processions générales en soutien aux troupes assiégeant les Anglais à Meaux.,1439.00,1439.00,
Le roi Charles VII revient à Paris.,1439.00,1439.00,
"Les Anglais, vaincus à Meaux, traversent Paris sur la Seine, pour rentrer chez eux.",1439.00,1439.00,
Charles VII quitte Paris pour Orléans.,1439.00,1439.00,
"En un mois, les loups ont dévoré quatorze personnes au nord et à l'est de Paris.",1439.00,1439.00,
Des Anglais attaquent le village de Notre-Dame-des-Champs.,1439.00,1439.00,
Un bruit court que des loups viennent de tuer 11 personnes aux alentours de Paris.,1439.00,1439.00,
Les religieuses de Montmartre ont abandonné leur abbaye ruinée.,1439.00,1439.00,
Décision judiciaire prise pour la réparation du Pont Notre-Dame.,1440.00,1440.00,
Des routiers font un coup de main en plein cour de Paris.,1440.00,1440.00,
"Un accord de paix est annoncé entre le roi, son fils et le duc de Bourbon.",1440.00,1440.00,
Examen judiciaire de la fausse pucelle Claude se disant une nouvelle Jeanne d'Arc.,1440.00,1440.00,
De nouvelles taxes sur le vin doivent financer la reprise d'Harfleur.,1440.00,1440.00,
"Le duc d'Orléans, qui était prisonnier des Anglais depuis Azincourt, passe par Paris.",1441.00,1441.00,
Les officiers et les parlementaires sont soumis à un emprunt obligatoire important.,1441.00,1441.00,
Cet impôt est aussitôt répercuté sur le peuple.,1441.00,1441.00,
Processions générales et feux de joie pour fêter la victoire des Français à Creil.,1441.00,1441.00,
Le roi et son fils viennent à Paris demander un nouvel effort financier.,1441.00,1441.00,
Processions quotidiennes pour favoriser la reprise de Pontoise par le roi.,1441.00,1441.00,
Les prisonniers anglais de Pontoise arrivent à Paris où la plupart sont rançonnés.,1441.00,1441.00,
Le roi Charles VII séjourne à Paris.,1441.00,1441.00,
Séjour du duc d'Orléans à Paris.,1441.00,1441.00,
Début d'une grève de l'Université pour protester contre l'atteinte à ses franchises.,1441.00,1441.00,
"Les parlementaires, non payés, se mettent en grève.",1442.00,1442.00,
"Mort de Marguerite de Bourgogne, comtesse de Richemont, en l'hôtel du Porc-Épic.",1442.00,1442.00,
Le pape charge deux évêques d'enquêter sur le statut de chancelier de l'Université.,1442.00,1442.00,
Crue de la Seine ; la place de Grève est à nouveau sous les eaux.,1442.00,1442.00,
Orage phénoménal sur Paris.,1442.00,1442.00,
Nouvelle aide [impôt] demandée à la population.,1442.00,1442.00,
Dédicace de l'église Saint-Antoine-le-Petit par l'évêque de Paris.,1442.00,1442.00,
"Jeanne la Verrière, recluse volontaire, est enfermée aux Innocents par l'évêque.",1442.00,1442.00,
Hiver particulièrement long et froid.,1443.00,1443.00,
Le dauphin arrive à Paris et décrète un impôt pour lever le siège de Dieppe.,1443.00,1443.00,
Grève de l'Université pour la conservation de son exemption de taille.,1443.00,1443.00,
Robert Ciboule négocie avec l'Université au nom du roi.,1443.00,1443.00,
Le roi décide de refonder le collège de Reims et de le réunir au collège de Rethel.,1444.00,1444.00,
Grande procession à Saint-Jean-en-Grève pour la paix entre Charles VII et Henri VI.,1444.00,1444.00,
"Reprise de la foire du Lendit, annulée depuis 1426.",1444.00,1444.00,
Annonce d'une trêve entre les rois de France et d'Angleterre.,1444.00,1444.00,
Des bandes de routiers écument encore la banlieue de Paris.,1444.00,1444.00,
Les reliques de saint Cloud quittent l'Ile de la Cité pour retourner à Saint-Cloud.,1444.00,1444.00,
"Réouverture de la porte Saint-Martin, fermée depuis 1429.",1444.00,1444.00,
"Jean Baillet, conseiller au Parlement, est élu prévôt des marchands.",1444.00,1444.00,
Début d'une nouvelle grève de l'Université contre les impôts qu'on lui demande.,1444.00,1444.00,
L'Université met fin à la grève.,1445.00,1445.00,
La chasse de saint Quentin est exposée pour récolter des fonds de reconstruction.,1445.00,1445.00,
Procession générale et messe solennelle pour le retour des reliques à Saint-Denis.,1445.00,1445.00,
Taille importante pour le paiement de l'armée.,1445.00,1445.00,
Une épidémie de petite vérole cause de nombreux morts.,1445.00,1445.00,
Réouverture de la porte de Montmartre.,1445.00,1445.00,
"Fernand de Cordoue, jeune clerc espagnol surdoué, vient prêcher à Paris.",1445.00,1445.00,
"Fernand de Cordoue, très mal accueilli par l'Université, quitte Paris.",1445.00,1445.00,
Le maître Jean Pain-et-Chair porte plainte contre le prévôt qui a incarcéré 9 écoliers.,1446.00,1446.00,
Dédicace de l'église des Innocents par l'évêque de Paris.,1446.00,1446.00,
On annonce que la trêve avec l'Angleterre est prolongée jusqu'au 1er avril 1447.,1446.00,1446.00,
Charles VII soumet l'Université à la juridiction du Parlement de Paris.,1446.00,1446.00,
Une gelée désastreuse touche toutes les vignes de la région parisienne.,1446.00,1446.00,
Froidure exceptionnelle.,1446.00,1446.00,
Charles VII donne l'hôtel de Nesle au duc de Bourgogne.,1446.00,1446.00,
Interdiction aux prostituées d'exercer en dehors des rues autorisées.,1446.00,1446.00,
Jean d'Estouteville est nommé prévôt de Paris.,1446.00,1446.00,
Robert d'Estouteville est nommé prévôt de Paris.,1447.00,1447.00,
"Procession de l'Université pour feu le pape Eugène IV, mort le 23 février.",1447.00,1447.00,
"Mort de Denis Du Moulin, évêque de Paris.",1447.00,1447.00,
Guillaume Chartrier devient évêque de Paris.,1447.00,1447.00,
Réunion aux Mathurins pour traiter des réformes nécessaires à l'Université.,1448.00,1448.00,
"Jean Hamelin, évêque de Meaux, devient abbé de Saint-Magloire.",1448.00,1448.00,
"Agnès Sorel, favorite du roi, séjourne à Paris : les Parisiens ne se soucient pas d'elle.",1448.00,1448.00,
Procession parisienne vers Saint-Germain-l'Auxerrois,1448.00,1448.00,
Des frères de Saint-Mathurin partent voir le sultan turc pour racheter des prisonniers.,1448.00,1448.00,
"Procession de Saint-Victor à Notre-Dame, pour le nouvel évêque Guillaume Chartier.",1448.00,1448.00,
La Seine est si basse que l'on passe à gué le petit bras devant Notre-Dame.,1448.00,1448.00,
On apprend que le pape Nicolas reste seul pape après le retrait de Félix V.,1449.00,1449.00,
Processions et grands feux de joie pour fêter la fin du Grand Schisme.,1449.00,1449.00,
Pendaison de plusieurs voleurs d'enfants.,1449.00,1449.00,
Procession des reliques devant la Sainte-Chapelle pour la prise de Pont-de-l'Arche.,1449.00,1449.00,
Le foudre s'abat sur l'église des Augustins.,1449.00,1449.00,
Les maîtres de l'Université prêchent pour la reconstruction de Saint-Victor en ruines.,1449.00,1449.00,
"Procession et messe aux Innocents, avec la présence de plus de 10 000 enfants.",1449.00,1449.00,
Plus de 50 000 personnes participent à la procession à Saint-Martin-des-Champs.,1449.00,1449.00,
On apprend la capitulation des Anglais à Rouen.,1449.00,1449.00,
"Sur le parvis de Notre-Dame, on donne le Mystère de la Passion d'Arnoul Gréban.",1450.00,1450.00,
"Aux Mathurins, désignation des ambassadeurs qui iront voir le roi à Tours.",1450.00,1450.00,
Jean Bureau est élu prévôt des marchands.,1450.00,1450.00,
Procession générale pour fêter la prise de Blaye en Bordelais.,1451.00,1451.00,
Procession  pour la réduction  du duché de Guyenne.,1451.00,1451.00,
"Le Châtelet va enquêter sur le ""vol"" de la borne du Pet au Diable par des écoliers.",1451.00,1451.00,
"A Saint-Julien-le-Pauvre, délibération sur les propositions de réforme de l'Université.",1451.00,1451.00,
Certains exigent que les épreuves du baccalauréat soient passées devant des notables.,1452.00,1452.00,
Le cardinal Guillaume d'Estouteville promulgue les réformes de l'Université.,1452.00,1452.00,
Dreux Budé est élu prévôt des marchands.,1452.00,1452.00,
"Le théologien Robert Ciboule, achève un traité pour la révision du procès de Jeanne.",1453.00,1453.00,
Violente rixe entre étudiants et forces de l'ordre sur la Montagne Sainte-Geneviève.,1453.00,1453.00,
L'Université délibère au sujet des abus commis par le lieutenant du Châtelet la veille.,1453.00,1453.00,
L'Université vient demander au Parlement réparation pour un écolier mort le 9 mai..,1453.00,1453.00,
Création d'une deuxième Chambre des enquêtes au Parlement.,1455.00,1455.00,
"Après l'assassinat de Philippe Sermoise, François Villon fuit Paris.",1455.00,1455.00,
"A Notre-Dame, la famille de Jeanne d'Arc réclame justice au haut clergé.",1455.00,1455.00,
Réouverture à Notre-Dame du procès de Jeanne d'Arc.,1455.00,1455.00,
Le procès en révision de Jeanne d'Arc se déplace de Paris à Rouen.,1455.00,1455.00,
"François Villon, amnistié par le roi, revient à Paris.",1456.00,1456.00,
Mathieu de Nanterre est élu prévôt des marchands.,1456.00,1456.00,
François Villon participe à un vol au collège de Navarre. Il quitte à nouveau Paris.,1456.00,1456.00,
Le cardinal Alain de Coëtivy précise les termes de la réforme de l'Université.,1457.00,1457.00,
Festivités pour l'entrée des ambassadeurs du roi de Hongrie.,1458.00,1458.00,
"Tabarie, le compère de Villon, est soumis à la question au Châtelet.",1458.00,1458.00,
Des marchands de Burgos débarquent au port de Grève 2 600 balles de laine castillane,1458.00,1458.00,
Quatre muids de vin trafiqué sont défoncés en place de Grève par le prévôt.,1460.00,1460.00,
Le Parlement condamne Jean V d'Armagnac pour rébellion.,1460.00,1460.00,
